isbn13,bk_title,bk_authors,categories,thumbnail,description,published_year
9780060915438,Holy the Firm,Annie Dillard,Literary Criticism,http://books.google.com/books/content?id=ps1LlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.",1988
9780060916091,Think on These Things,Jiddu Krishnamurti,Religion,http://books.google.com/books/content?id=QzzbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"‘The material contained in this volume was originally presented in the form of talks to students, teachers and parents in India, but its keen penetration and lucid simplicity will be deeply meaningful to thoughtful people everywhere, of all ages, and in every walk of life. Krishnamurti examines with characteristic objectivity and insight the expressions of what we are pleased to call our culture, our education, religion, politics and tradition; and he throws much light on such basic emotions as ambition, greed and envy, the desire for security and the lust for power – all of which he shows to be deteriorating factors in human society.’ From the Editor’s Note ‘Krishnamurti’s observations and explorations of modern man’s estate are penetrating and profound, yet given with a disarming simplicity and directness. To listen to him or to read his thoughts is to face oneself and the world with an astonishing morning freshness.’ Anne Marrow Lindbergh",1989
9780060916466,The Dance of Intimacy,Harriet Lerner,Psychology,http://books.google.com/books/content?id=tTKc8Aw-GFUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In The Dance of Intimacy, the bestselling author of The Dance of Anger outlines the steps to take so that good relationships can be strengthened and difficult ones can be healed. Taking a careful look at those relationships where intimacy is most challenged--by distance, intensity, or pain--she teaches us about the specific changes we can make to achieve a more solid sense of self and a more intimate connectedness with others. Combining clear advice with vivid case examples, Dr. Lerner offers us the most solid, helpful book on intimate relationships that both women and men may ever encounter.",1990
9780060916497,Tell My Horse,Zora Neale Hurston,Fiction,http://books.google.com/books/content?id=CgolTH6AR8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author recounts her experiences as an initiate into the voodoo practices of Haiti and Jamaica in the 1930s,1990
9780060916510,Jonah's Gourd Vine,Zora Neale Hurston,Fiction,http://books.google.com/books/content?id=g8KrkJIcFgYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"John Buddy Pearson, a young Black man who becomes a popular pastor at Zion Hope, is unable to reconcile his good intentions and his natural instincts",1990
9780060916817,The Chaneysville Incident,David Bradley,History,http://books.google.com/books/content?id=zYOcrhUIRX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The legends say something happened in Chaneysville. The Chaneysville Incident is the powerful story of one man's obsession with discovering what that something was--a quest that takes the brilliant and bitter young black historian John Washington back through the secrets and buried evil of his heritage. Returning home to care for and then bury his father's closest friend and his own guardian, Old Jack Crawley, he comes upon the scant records of his family's proud and tragic history, which he drives himself to reconstruct and accept. This is the story of John's relationship with his family, the town, and the woman he loves; and also between the past and the present, between oppression and guilt, hate and violence, love and acceptance.",1990
9780060919887,The Writing Life,Annie Dillard,Literary Criticism,http://books.google.com/books/content?id=leBs_fzkNdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Annie Dillard has written eleven books, including the memoir of her parents, An American Childhood; the Northwest pioneer epic The Living; and the nonfiction narrative Pilgrim at Tinker Creek. A gregarious recluse, she is a member of the American Academy of Arts and Letters.",1990
9780060920081,The Lost Continent,Bill Bryson,Travel,http://books.google.com/books/content?id=3139wFo58H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.,1990
9780060920647,Three by Annie Dillard,Annie Dillard,Fiction,http://books.google.com/books/content?id=dRo8SwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A stunning collection of Annie Dillard's most popular books in one volume.,1990
9780060921088,Declarations of Independence,Howard Zinn,Political science,http://books.google.com/books/content?id=f1wmvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The acclaimed author of A People's History of the United States presents an honest and piercing look at American political ideology.,1991
9780060921712,The Complete Stories,Zora Neale Hurston,Fiction,http://books.google.com/books/content?id=t2NozDINo3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of short stories, most of which appeared in literary magazines during the author's lifetime, along with previously unpublished works, spans the career of one of the century's foremost African-American writers. Reprint.",1996
9780060922559,"Legends, Lies & Cherished Myths of World History",Richard Shenkman,History,http://books.google.com/books/content?id=k_x45UzKZkwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Whistleblowing historian Richard Shenkman skewers the nonsense we were all taught about the world’s revolutions, religions, heroes, and inventors in a whirlwind tour of history. Queen Victoria may have usually worn black, but she loved to drink and party. The English were conned during World War II. Winston Churchill’s famous “finest hour” radio broadcast was not delivered by Winston Churchill but by Norman Shelley, an actor hired to be Churchill’s stand-in. Marie Antoinette did not say, “Let them eat cake,” Churchill didn’t coin the phrase “the Iron Curtain,” and Caesar never said, “Et tu, Brute?” Scandal in the English monarchy is nothing new: Fifteen kings fathered children out of wedlock. One queen helped depose her husband so her lover could take his place. Three English kings were gay. Eclectic, eccentric, edifying, and fun, Richard Shenkman’s eye-opening revelations prove that much of history is indeed “but a fable agreed upon.”",1994
9780060924980,The Infinite Plan,Isabel Allende,Fiction,http://books.google.com/books/content?id=80pDRgAcJKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Selling more than 65,000 copies and topping bestseller lists around the world -- including Spain, Germany, Italy, and Latin America -- this novel tells the engrossing story of one man's quest for love and for his soul.",1994
9780060925758,Soul Mates,Thomas Moore,Psychology,http://books.google.com/books/content?id=7syElddx2b0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This companion volume to Care of the Soul offers more of Thomas Moore's inspiring wisdom and empathy as it expands on his ideas about life, love, and the mysteries of human relationships. In Care of the Soul, Thomas Moore explored the importance of nurturing the soul and struck a chord nationwide — the book became a long-term bestseller, topping charts across the country and selling 550,000 copies in hardcover and paperback combined. Building on that book's wisdom, Soul Mates, already a hardcover bestseller, explores how relationships of all kinds enhance our lives and fulfill the needs of our souls. Moore emphasizes the difficulties that inevitably accompany many relationships and focuses on the need to work through these differences in order to experience the deep reward that comes with intimacy and unconfined love.",1994
9780060925819,"Cathedral, Forge and Waterwheel",Joseph Gies,History,http://books.google.com/books/content?id=Rw0oTHwz264C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An illuminating look at the monumental inventions of the Middle Ages, by the authors of Life in a Medieval Castle.",1995
